"filename","spk","male","class","ldur","vdur","dur","f0_s1","f0_s2","F12_s1","F12_s2"
"aCT94","CT",TRUE,"h",120,131,251,-11.7363150200249,1.75182186860786,-0.661169105281201,-1.2979495010467
"aCT97","CT",TRUE,"h",53,140,193,-20.9925298508394,1.7007948066813,-4.03442679356102,8.5876295189551
"amabFM","FM",TRUE,"h",43,109,152,-1.63408234587938,-6.51303260950514,-9.70152692096082,-0.0772414414327636
"amabFM5","FM",TRUE,"h",43,109,152,-1.63408234587938,-6.51303260950514,-9.70152692096082,-0.0772414414327636
"emilianabFM","FM",TRUE,"d",59,154,213,-2.78111689785972,-4.76120513396663,-0.416909977188859,0.320013806460096
"emilianabFM1","FM",TRUE,"d",55,128,183,9.85526205011705,-2.99161933210498,-0.354633234976025,1.2142548823199
"emilianabFM2","FM",TRUE,"d",68,146,214,4.09795984296094,-9.17054690757563,0.27130589990944,-0.465417983869061
"emilianabFM3","FM",TRUE,"d",59,157,216,1.7098414930147,-5.57233433779762,0.441444355465945,1.29414073942909
"emilianabFM4","FM",TRUE,"d",63,153,216,3.52302051013962,-9.32987403093246,-0.741453517263846,-0.797042495290361
"emilianabFM5","FM",TRUE,"d",59,154,213,-2.78111689785972,-4.76120513396663,-0.416909977188859,0.320013806460096
"emilianabNM1","NM",TRUE,"d",83,143,226,-1.94771784765916,-7.09727274327639,-3.89964253803686,0.413011663785569
"emilianabNM2","NM",TRUE,"d",74,150,224,-3.65637703821754,-5.82520478215535,-3.51448271459501,1.11014532579356
"emilianabNM3","NM",TRUE,"d",77,142,219,-0.785861081015019,-4.72115486942734,-3.51313556164273,2.2702601936438
"emilianabNM4","NM",TRUE,"d",76,131,207,-0.119306507580174,-5.04196652401523,-4.48921558767319,1.82598050313858
"emilianabNM5","NM",TRUE,"d",91,258,349,-12.8625632182246,4.12793189766746,-2.03585189073506,7.73890174931513
"emilianaFM","FM",TRUE,"d",40,162,202,-2.99127071879641,-8.83926472551222,-1.51234224755222,0.401315214706559
"emilianaFM1","FM",TRUE,"d",45,134,179,12.452440877821,-5.38246142056009,-2.85318302493789,-0.276306238545405
"emilianaFM2","FM",TRUE,"d",55,148,203,7.61824540210137,-3.55340410432467,-0.704275398646298,0.742232545317846
"emilianaFM3","FM",TRUE,"d",50,162,212,3.03888796272152,-1.37244508288557,1.89155242790971,-0.561679704130095
"emilianaFM4","FM",TRUE,"d",36,173,209,3.27818012290249,1.42452187925983,1.25529069096824,-2.16998631878705
"emilianaFM5","FM",TRUE,"d",40,162,202,-2.99127071879641,-8.83926472551222,-1.51234224755222,0.401315214706559
"emilianaNM1","NM",TRUE,"d",75,135,210,1.18788510486404,-6.76494533432594,-3.23577009580432,2.18975817926696
"emilianaNM2","NM",TRUE,"d",73,156,229,-1.06665398700465,-3.41241744830922,-2.60312218292328,1.64857931975545
"emilianaNM3","NM",TRUE,"d",76,150,226,-1.65483713434923,-0.245096809857529,-3.68860209261391,2.14858694955136
"emilianaNM4","NM",TRUE,"d",69,145,214,-0.633023338972608,-3.66352093488867,-3.50475302966403,1.18406914608148
"emilianaNM5","NM",TRUE,"d",69,123,192,-2.00637095303389,-1.80306085609424,-5.28666537761816,1.84995976865328
"emilianobFM","FM",TRUE,"d",40,167,207,-3.50226802432278,-7.06425470153458,-0.470984994035962,1.40450710032969
"emilianobFM1","FM",TRUE,"d",62,143,205,11.5702015370188,-4.84663325017648,-0.0842217085934157,-2.75029396953052
"emilianobFM2","FM",TRUE,"d",33,163,196,0.0623055340815504,1.78969298045058,1.6536241399654,-1.36486709074757
"emilianobFM3","FM",TRUE,"d",45,158,203,4.14094336665088,-3.02868888944304,2.85706638380836,-0.705877575202291
"emilianobFM4","FM",TRUE,"d",46,162,208,2.25282166027015,-2.68769308058797,-0.776875178697683,-1.91462614961929
"emilianobFM5","FM",TRUE,"d",40,167,207,-3.50226802432278,-7.06425470153458,-0.470984994035962,1.40450710032969
"emilianobNM1","NM",TRUE,"d",72,133,205,0.0753772170447986,-4.30637317163306,-5.73169574973196,-0.317266120013981
"emilianobNM2","NM",TRUE,"d",71,137,208,-0.307946930708393,-4.83720544822974,-4.59778082689086,1.53505074764458
"emilianobNM3","NM",TRUE,"d",74,134,208,-4.02734182754879,-4.25989300221732,-4.51128180080269,2.08926042044238
"emilianobNM4","NM",TRUE,"d",66,131,197,-3.97398081667564,-0.247870022992853,-4.90418717053662,1.86535839128012
"emilianobNM5","NM",TRUE,"d",72,132,204,-6.96066098409689,-1.16429162024742,-5.55300220831307,1.3079906482261
"emilianoFM","FM",TRUE,"d",55,193,248,0.929453541653876,-3.06800698771316,2.05119805597594,-2.02108016761157
"emilianoFM2","FM",TRUE,"d",55,143,198,5.15381066609586,-3.71952369551804,-0.873318499659219,-0.7781642922488
"emilianoFM3","FM",TRUE,"d",52,168,220,7.72660163647254,-1.08859835005355,0.690514280819262,0.0914353409956463
"emilianoFM4","FM",TRUE,"d",49,178,227,4.49404916342143,-3.95057376906753,0.0189072048750965,1.06149847943256
"emilianoFM5","FM",TRUE,"d",55,193,248,0.929453541653876,-3.06800698771316,2.05119805597594,-2.02108016761157
"emilianoNM1","NM",TRUE,"d",61,133,194,1.5448306719389,-1.05069580882864,-4.38611438037434,1.94219920216072
"emilianoNM2","NM",TRUE,"d",67,153,220,-3.62139188665969,-1.25705327527408,-3.68072559404965,-0.668193833567164
"emilianoNM3","NM",TRUE,"d",73,119,192,1.80548334195802,-3.5396417826584,-5.99553687565939,1.23900421030979
"emilianoNM4","NM",TRUE,"d",57,139,196,-2.32727553415474,-1.66495896605166,-3.88993146919282,1.28319965704441
"emilianoNM5","NM",TRUE,"d",67,130,197,-1.63437261000394,1.1025851188584,-4.12047696912841,1.90520997657936
"iCC13","CC",FALSE,"d",58,148,206,-10.5864927416064,1.05706586560167,0.80152687684033,-6.23330639581776
"iCC2","CC",FALSE,"d",60,121,181,-8.79710882289034,-1.23060104392783,-5.11330211924305,-2.55153951545462
"iCC20","CC",FALSE,"d",72,151,223,-16.9957558851476,3.78894807631119,-2.70204837859829,-5.76334302251379
"iCC23","CC",FALSE,"d",74,138,212,-3.38281152465702,0.227134175855516,-3.6587618897831,-0.478425786918056
"iCC25","CC",FALSE,"d",89,158,247,-9.11723477062515,1.93283439517039,-1.27519671674628,-3.16183006045231
"iCC31","CC",FALSE,"d",84,136,220,-4.8820815868413,-1.65770600552118,-2.41098417415084,-5.03482386799587
"iCC40","CC",FALSE,"d",73,144,217,-14.1860439168412,1.16859512122015,-3.61706292426058,-5.23820558064349
"iCC43","CC",FALSE,"d",75,137,212,-6.71651375172437,1.73561364714623,-2.29766205366042,-1.46308500656949
"iCC45","CC",FALSE,"d",78,150,228,-12.4941566062384,1.1673115582852,-3.00185260979249,-2.45043289457177
"iCC5","CC",FALSE,"d",81,151,232,6.87621322649643,-0.353706418702379,-2.7373065020321,-3.39347288560625
"iCC51","CC",FALSE,"d",70,130,200,-12.7456205111492,-5.04217548080042,-5.03830741198877,-5.05575163761267
"iCC60","CC",FALSE,"d",85,155,240,-10.672360358742,-0.377644307440153,-1.80235101627997,-4.72368716122603
"iCC63","CC",FALSE,"d",84,166,250,-9.18319241329801,1.82784764060474,-2.7850474929403,-2.79479701102894
"iCC65","CC",FALSE,"d",68,174,242,-3.88063319259041,7.404717785621,-2.04780727044035,-5.04648792622705
"iCC7","CC",FALSE,"d",88,114,202,-1.63642595512797,-2.25730370209357,-5.4820621166726,-0.190209308843172
"iCC71","CC",FALSE,"d",91,162,253,-10.3764374389694,-1.07643308731417,-3.0093779731784,-5.00743841181725
"iCC80","CC",FALSE,"d",92,150,242,-8.48604365774313,-0.221852577864508,-3.00688734540962,-3.29769342312638
"iCC83","CC",FALSE,"d",70,137,207,-12.2173142545059,0.495065363084556,-0.555050729159188,-2.00163757958376
"iCC85","CC",FALSE,"d",67,125,192,-16.8234262636344,-4.31057309979895,-1.53208869146502,-0.0164621858496498
"iCC92","CC",FALSE,"d",74,139,213,-13.9293921907342,-3.3674210905826,-2.50117996672957,-3.2351434259609
"iCT13","CT",TRUE,"d",77,110,187,-4.56722668514793,-2.09032517614202,-6.03708502016687,-1.00649750193508
"iCT2","CT",TRUE,"d",67,63,130,-4.54350553070813,-5.74631489194279,-8.57116771948926,4.34802751547637
"iCT21","CT",TRUE,"d",76,128,204,-3.83994751967783,-6.60622888340371,-5.51281433225872,-2.20354390596081
"iCT26","CT",TRUE,"d",65,125,190,3.19875262912946,-2.10440163968236,-4.58665304266639,0.12779148779763
"iCT32","CT",TRUE,"d",76,118,194,0.463055608611961,-3.88106959505706,-6.84721296973069,-1.50309288917733
"iCT41","CT",TRUE,"d",96,88,184,6.30217234380482,-6.4552962562629,-6.33276241912523,0.351590811393086
"iCT44","CT",TRUE,"d",84,94,178,6.90891212239725,-8.57547153424173,-5.5424722765203,1.66552273513563
"iCT46","CT",TRUE,"d",43,165,208,-7.67884892001968,5.68346353726228,1.2636353707922,1.17327636659904
"iCT5","CT",TRUE,"d",62,64,126,0.607274928723699,-2.07400048451145,-8.10673550855865,4.8853311284811
"iCT52","CT",TRUE,"d",73,209,282,0.285323927798196,-7.50801099397982,-3.87757930790006,-3.17217475611695
"iCT61","CT",TRUE,"d",22,149,171,-14.1529193621572,5.68925017245828,-0.424324208337256,-3.87561735877943
"iCT64","CT",TRUE,"d",14,159,173,-15.1659001554918,5.73306144669274,-0.871486548982541,-1.54469796043037
"iCT66","CT",TRUE,"d",38,139,177,-9.45095009827816,-0.283718422534423,-3.07011915354529,-1.36465430373667
"iCT7","CT",TRUE,"d",65,83,148,-10.0193120058679,-6.90452807171009,-7.43309082472357,2.48950998044527
"iCT72","CT",TRUE,"d",75,132,207,-5.34364385182839,-1.29966901574746,-9.39111044615596,-3.32532619418489
"iCT81","CT",TRUE,"d",54,114,168,-3.47533248332662,0.338713188857729,-3.01647092997325,-1.38484740159014
"iCT84","CT",TRUE,"d",63,129,192,-5.67825836716808,-1.55478245204945,-4.93612660391387,0.429085335171778
"iCT86","CT",TRUE,"d",71,108,179,-2.1966916406028,-5.70852529242466,-6.95201089062972,1.49847873943961
"iCT92","CT",TRUE,"d",74,117,191,-7.13235658697968,-1.12020240156756,-6.31786174072691,0.157323600968908
"lianabFM","FM",TRUE,"h",48,193,241,1.09837458681034,-4.49278682993626,1.97040243516124,-0.314046625381776
"lianabFM1","FM",TRUE,"h",55,181,236,8.86778915254344,8.27569155940492,3.73813714342905,-1.6621279473561
"lianabFM2","FM",TRUE,"h",72,180,252,9.53360250912373,-2.50664221959315,2.01954036765522,-3.63110519354436
"lianabFM3","FM",TRUE,"h",57,167,224,1.63571743126515,-7.17021828151347,1.98701249875654,0.102732960258097
"lianabFM4","FM",TRUE,"h",51,176,227,1.46133100438758,0.178193184732786,1.54963590866587,0.555566736986432
"lianabFM5","FM",TRUE,"h",48,193,241,1.09837458681034,-4.49278682993626,1.97040243516124,-0.314046625381776
"lianabNM1","NM",TRUE,"h",72,191,263,-0.278485316056883,1.26036014170904,0.630496149507358,1.92364460640758
"lianabNM2","NM",TRUE,"h",76,186,262,5.32958657600479,0.260921790691096,-0.81367587980458,1.36973597242526
"lianabNM3","NM",TRUE,"h",64,182,246,-3.31770571350307,1.44954754650136,-0.413248939918418,1.72140207057785
"lianabNM4","NM",TRUE,"h",72,200,272,-1.47608918609451,-0.0519158955537809,-0.4721238945677,0.779918827153624
"lianabNM5","NM",TRUE,"h",74,175,249,-5.01528080248058,2.98743644084687,-1.40525658909372,3.16511331282631
"lianacFM","FM",TRUE,"h",67,148,215,1.39963996693244,-10.3301255805997,-2.72983295968052,-1.37544699533992
"lianacFM1","FM",TRUE,"h",84,186,270,12.0254255781041,-2.07458029099429,1.97247615657643,-4.1074764814281
"lianacFM2","FM",TRUE,"h",57,166,223,5.65721275834251,-1.7984867536374,1.55603154384817,-0.738502543274682
"lianacFM3","FM",TRUE,"h",62,184,246,1.34903818601378,-2.31613154322088,0.851188600359327,-2.57831104185739
"lianacFM4","FM",TRUE,"h",67,151,218,1.57819293146004,-8.3294813796479,1.33642652340493,0.899676289100852
"lianacFM5","FM",TRUE,"h",67,148,215,1.39963996693244,-10.3301255805997,-2.72983295968052,-1.37544699533992
"lianacNM1","NM",TRUE,"h",76,187,263,0.861484742479572,0.602890060544582,-0.00356386792024965,1.85090260489534
"lianacNM2","NM",TRUE,"h",79,191,270,-0.306964091378613,-0.315222558885906,-0.410325206776741,1.39722025359843
"lianacNM3","NM",TRUE,"h",74,176,250,-4.10156422993005,0.504787863160669,-1.54747473094093,1.43503774445026
"lianacNM4","NM",TRUE,"d",71,161,232,-2.87553495598481,-3.54107547275046,-1.66188106801126,1.87632332370916
"lianacNM5","NM",TRUE,"h",83,176,259,-7.61054283261452,-2.9650884381988,-1.67649604168535,0.896584912569445
"lianadFM","FM",TRUE,"h",52,156,208,3.66260425030269,-5.74446487344978,-1.9644094432112,-0.603342614490433
"lianadFM1","FM",TRUE,"h",58,188,246,6.10394745474383,5.22744988234323,4.46270041425046,-1.23582873784542
"lianadFM2","FM",TRUE,"h",54,163,217,1.19816294250279,-5.38298985976861,1.76303612207675,-1.01102162203239
"lianadFM3","FM",TRUE,"h",46,178,224,-1.06712840405039,-0.129652154138514,-1.15615739079104,-2.64697958808815
"lianadFM4","FM",TRUE,"h",59,174,233,0.21946958430704,-6.05136345977684,0.112669106297573,-1.50635420899331
"lianadFM5","FM",TRUE,"h",52,156,208,3.66260425030269,-5.74446487344978,-1.9644094432112,-0.603342614490433
"lianadNM1","NM",TRUE,"h",68,188,256,0.950853127209261,1.45095009904274,-1.09433275212498,0.826112904803858
"lianadNM2","NM",TRUE,"h",76,177,253,-4.3841714212281,-2.90419597243201,-2.36854048508571,0.210575462022051
"lianadNM3","NM",TRUE,"h",79,192,271,-8.52513717119677,2.3355062840269,-1.03903369713976,0.69958676059321
"lianadNM4","NM",TRUE,"h",66,180,246,-5.58177079189177,-0.973592861120223,-1.57852413777012,2.03538909769296
"lianadNM5","NM",TRUE,"h",72,176,248,-0.317229957275107,2.18369842701447,-3.53485414900135,0.751375541384555
"lianaFM","FM",TRUE,"h",55,180,235,0.924207209690152,-6.54444289097032,-0.564509985625723,-1.37129259363505
"lianaFM2","FM",TRUE,"h",59,184,243,1.96064366408958,4.261146228949,2.37773769855006,-0.611211756308842
"lianaFM3","FM",TRUE,"h",55,153,208,8.27928713246971,-3.88585108332195,0.827617585699489,-0.71934784214998
"lianaFM4","FM",TRUE,"h",70,149,219,1.46235168504872,-6.20828035357786,-0.735630392877184,0.955879422623988
"lianaFM5","FM",TRUE,"h",55,180,235,0.924207209690152,-6.54444289097032,-0.564509985625723,-1.37129259363505
"lianaNM1","NM",TRUE,"h",75,190,265,1.75960148337928,-3.63283883270342,0.884859347014026,1.63313449491742
"lianaNM2","NM",TRUE,"h",74,226,300,-4.13237145180041,1.29756336863499,0.970232240202312,1.29781273864791
"lianaNM3","NM",TRUE,"h",86,188,274,-6.5100881240249,-0.435146616460341,-0.938633514480306,1.79131040167056
"lianaNM4","NM",TRUE,"h",76,196,272,-6.61898206635983,2.47016348664914,-0.821693181970231,0.78851828147814
"lianaNM5","NM",TRUE,"h",71,177,248,-1.64721014115696,0.418510953775444,-1.96173078096635,1.57909371535114
